2025-05-04 19:21:55 {'id': '30j0oL1JjggxZmzMffNUSN', 'completed': 0, 'message': 'In queue'}
2025-05-04 19:22:44 {'id': '3GNEna2WyHtXk8ySqlp0Nl', 'completed': 94, 'message': 'Converting'}
2025-05-04 19:22:44 {'id': '3GNEna2WyHtXk8ySqlp0Nl', 'completed': 95, 'message': 'Converting'}
2025-05-04 19:22:44 {'id': '3GNEna2WyHtXk8ySqlp0Nl', 'completed': 95, 'message': 'Embedding metadata'}
2025-05-04 19:22:44 {'id': '2nsKpEuwRqWoUncDCbh50T', 'completed': 59, 'message': 'Converting'}
2025-05-04 19:22:44 {'id': '3GNEna2WyHtXk8ySqlp0Nl', 'completed': 100, 'message': 'Done'}
2025-05-04 19:22:44 {'id': '2brodvxnVPmh04DCCTG3Sk', 'completed': 74, 'message': 'Converting'}
2025-05-04 19:22:45 {'id': '42eZC1LaQ3qioZWVLisVT6', 'completed': 15.915777677548975, 'message': 'Downloading'}
2025-05-04 19:22:45 {'id': '25Cv6pteVL6Wm4GIvPCFnO', 'completed': 71, 'message': 'Converting'}
2025-05-04 19:22:45 {'id': '2nsKpEuwRqWoUncDCbh50T', 'completed': 61, 'message': 'Converting'}
2025-05-04 19:22:45 {'id': '2brodvxnVPmh04DCCTG3Sk', 'completed': 76, 'message': 'Converting'}
2025-05-04 19:22:45 {'id': '25Cv6pteVL6Wm4GIvPCFnO', 'completed': 72, 'message': 'Converting'}
2025-05-04 19:22:45 {'id': '2nsKpEuwRqWoUncDCbh50T', 'completed': 62, 'message': 'Converting'}
2025-05-04 19:22:45 {'id': '42eZC1LaQ3qioZWVLisVT6', 'completed': 17.39289228130897, 'message': 'Downloading'}
2025-05-04 19:22:45 {'id': '2brodvxnVPmh04DCCTG3Sk', 'completed': 78, 'message': 'Converting'}
2025-05-04 19:22:46 {'id': '25Cv6pteVL6Wm4GIvPCFnO', 'completed': 74, 'message': 'Converting'}
2025-05-04 19:22:46 {'id': '2nsKpEuwRqWoUncDCbh50T', 'completed': 63, 'message': 'Converting'}
2025-05-04 19:22:46 {'id': '2brodvxnVPmh04DCCTG3Sk', 'completed': 81, 'message': 'Converting'}
2025-05-04 19:22:46 {'id': '25Cv6pteVL6Wm4GIvPCFnO', 'completed': 76, 'message': 'Converting'}
2025-05-04 19:22:46 {'id': '2nsKpEuwRqWoUncDCbh50T', 'completed': 64, 'message': 'Converting'}
2025-05-04 19:22:46 {'id': '2brodvxnVPmh04DCCTG3Sk', 'completed': 83, 'message': 'Converting'}
2025-05-04 19:22:46 {'id': '42eZC1LaQ3qioZWVLisVT6', 'completed': 19.183423731246606, 'message': 'Downloading'}
2025-05-04 19:22:47 {'id': '25Cv6pteVL6Wm4GIvPCFnO', 'completed': 78, 'message': 'Converting'}
2025-05-04 19:22:47 {'id': '2nsKpEuwRqWoUncDCbh50T', 'completed': 65, 'message': 'Converting'}
2025-05-04 19:22:47 {'id': '2brodvxnVPmh04DCCTG3Sk', 'completed': 85, 'message': 'Converting'}
2025-05-04 19:22:47 {'id': '25Cv6pteVL6Wm4GIvPCFnO', 'completed': 80, 'message': 'Converting'}
2025-05-04 19:22:47 {'id': '2nsKpEuwRqWoUncDCbh50T', 'completed': 67, 'message': 'Converting'}
2025-05-04 19:22:47 {'id': '42eZC1LaQ3qioZWVLisVT6', 'completed': 20.75675503243603, 'message': 'Downloading'}
2025-05-04 19:22:47 {'id': '2brodvxnVPmh04DCCTG3Sk', 'completed': 88, 'message': 'Converting'}
2025-05-04 19:22:48 {'id': '25Cv6pteVL6Wm4GIvPCFnO', 'completed': 82, 'message': 'Converting'}
2025-05-04 19:22:48 {'id': '2nsKpEuwRqWoUncDCbh50T', 'completed': 68, 'message': 'Converting'}
2025-05-04 19:22:48 {'id': '2brodvxnVPmh04DCCTG3Sk', 'completed': 91, 'message': 'Converting'}
2025-05-04 19:22:48 {'id': '25Cv6pteVL6Wm4GIvPCFnO', 'completed': 85, 'message': 'Converting'}
2025-05-04 19:22:48 {'id': '2nsKpEuwRqWoUncDCbh50T', 'completed': 69, 'message': 'Converting'}
2025-05-04 19:22:48 {'id': '2brodvxnVPmh04DCCTG3Sk', 'completed': 94, 'message': 'Converting'}
2025-05-04 19:22:48 {'id': '42eZC1LaQ3qioZWVLisVT6', 'completed': 22.733709102734622, 'message': 'Downloading'}
2025-05-04 19:22:49 {'id': '2brodvxnVPmh04DCCTG3Sk', 'completed': 94, 'message': 'Converting'}
2025-05-04 19:22:49 {'id': '2brodvxnVPmh04DCCTG3Sk', 'completed': 95, 'message': 'Converting'}
2025-05-04 19:22:49 {'id': '2brodvxnVPmh04DCCTG3Sk', 'completed': 95, 'message': 'Embedding metadata'}
2025-05-04 19:22:49 {'id': '2brodvxnVPmh04DCCTG3Sk', 'completed': 100, 'message': 'Done'}
2025-05-04 19:22:49 {'id': '25Cv6pteVL6Wm4GIvPCFnO', 'completed': 87, 'message': 'Converting'}
2025-05-04 19:22:49 {'id': '2nsKpEuwRqWoUncDCbh50T', 'completed': 70, 'message': 'Converting'}
2025-05-04 19:22:49 {'id': '25Cv6pteVL6Wm4GIvPCFnO', 'completed': 90, 'message': 'Converting'}
2025-05-04 19:22:49 {'id': '2nsKpEuwRqWoUncDCbh50T', 'completed': 72, 'message': 'Converting'}
2025-05-04 19:22:49 {'id': '42eZC1LaQ3qioZWVLisVT6', 'completed': 24.397526928122065, 'message': 'Downloading'}
2025-05-04 19:22:50 {'id': '25Cv6pteVL6Wm4GIvPCFnO', 'completed': 92, 'message': 'Converting'}
2025-05-04 19:22:50 {'id': '2nsKpEuwRqWoUncDCbh50T', 'completed': 73, 'message': 'Converting'}
2025-05-04 19:22:50 {'id': '25Cv6pteVL6Wm4GIvPCFnO', 'completed': 94, 'message': 'Converting'}
2025-05-04 19:22:50 {'id': '25Cv6pteVL6Wm4GIvPCFnO', 'completed': 95, 'message': 'Converting'}
2025-05-04 19:22:50 {'id': '25Cv6pteVL6Wm4GIvPCFnO', 'completed': 95, 'message': 'Embedding metadata'}
2025-05-04 19:22:50 {'id': '25Cv6pteVL6Wm4GIvPCFnO', 'completed': 100, 'message': 'Done'}
2025-05-04 19:22:50 {'id': '2nsKpEuwRqWoUncDCbh50T', 'completed': 75, 'message': 'Converting'}
2025-05-04 19:22:51 {'id': '42eZC1LaQ3qioZWVLisVT6', 'completed': 26.2854417860182, 'message': 'Downloading'}
2025-05-04 19:22:51 {'id': '2nsKpEuwRqWoUncDCbh50T', 'completed': 76, 'message': 'Converting'}
2025-05-04 19:22:51 {'id': '2nsKpEuwRqWoUncDCbh50T', 'completed': 77, 'message': 'Converting'}
2025-05-04 19:22:51 {'id': '42eZC1LaQ3qioZWVLisVT6', 'completed': 27.89393685644469, 'message': 'Downloading'}
2025-05-04 19:22:52 {'id': '2nsKpEuwRqWoUncDCbh50T', 'completed': 79, 'message': 'Converting'}
2025-05-04 19:22:52 {'id': '2nsKpEuwRqWoUncDCbh50T', 'completed': 80, 'message': 'Converting'}
2025-05-04 19:22:52 {'id': '42eZC1LaQ3qioZWVLisVT6', 'completed': 29.795837472202013, 'message': 'Downloading'}
2025-05-04 19:22:53 {'id': '2nsKpEuwRqWoUncDCbh50T', 'completed': 81, 'message': 'Converting'}
2025-05-04 19:22:53 {'id': '42eZC1LaQ3qioZWVLisVT6', 'completed': 31.64126339095702, 'message': 'Downloading'}
2025-05-04 19:22:53 {'id': '2nsKpEuwRqWoUncDCbh50T', 'completed': 82, 'message': 'Converting'}
2025-05-04 19:22:54 {'id': '2nsKpEuwRqWoUncDCbh50T', 'completed': 83, 'message': 'Converting'}
2025-05-04 19:22:54 {'id': '2nsKpEuwRqWoUncDCbh50T', 'completed': 84, 'message': 'Converting'}
2025-05-04 19:22:54 {'id': '42eZC1LaQ3qioZWVLisVT6', 'completed': 33.79518824948229, 'message': 'Downloading'}
2025-05-04 19:22:55 {'id': '2nsKpEuwRqWoUncDCbh50T', 'completed': 86, 'message': 'Converting'}
2025-05-04 19:22:55 {'id': '2nsKpEuwRqWoUncDCbh50T', 'completed': 87, 'message': 'Converting'}
2025-05-04 19:22:55 {'id': '42eZC1LaQ3qioZWVLisVT6', 'completed': 35.68660323896565, 'message': 'Downloading'}
2025-05-04 19:22:56 {'id': '2nsKpEuwRqWoUncDCbh50T', 'completed': 88, 'message': 'Converting'}
2025-05-04 19:22:56 {'id': '2nsKpEuwRqWoUncDCbh50T', 'completed': 88, 'message': 'Converting'}
2025-05-04 19:22:56 {'id': '42eZC1LaQ3qioZWVLisVT6', 'completed': 37.41076510513538, 'message': 'Downloading'}
2025-05-04 19:22:57 {'id': '2nsKpEuwRqWoUncDCbh50T', 'completed': 90, 'message': 'Converting'}
2025-05-04 19:22:57 {'id': '2nsKpEuwRqWoUncDCbh50T', 'completed': 91, 'message': 'Converting'}
2025-05-04 19:22:57 {'id': '42eZC1LaQ3qioZWVLisVT6', 'completed': 39.32427375223263, 'message': 'Downloading'}
2025-05-04 19:22:58 {'id': '2nsKpEuwRqWoUncDCbh50T', 'completed': 92, 'message': 'Converting'}
2025-05-04 19:22:58 {'id': '2nsKpEuwRqWoUncDCbh50T', 'completed': 93, 'message': 'Converting'}
2025-05-04 19:22:58 {'id': '42eZC1LaQ3qioZWVLisVT6', 'completed': 41.348708510518264, 'message': 'Downloading'}
2025-05-04 19:22:59 {'id': '2nsKpEuwRqWoUncDCbh50T', 'completed': 94, 'message': 'Converting'}
2025-05-04 19:22:59 {'id': '2nsKpEuwRqWoUncDCbh50T', 'completed': 94, 'message': 'Converting'}
2025-05-04 19:22:59 {'id': '2nsKpEuwRqWoUncDCbh50T', 'completed': 95, 'message': 'Converting'}
2025-05-04 19:22:59 {'id': '2nsKpEuwRqWoUncDCbh50T', 'completed': 95, 'message': 'Embedding metadata'}
2025-05-04 19:22:59 {'id': '2nsKpEuwRqWoUncDCbh50T', 'completed': 100, 'message': 'Done'}
2025-05-04 19:22:59 {'id': '42eZC1LaQ3qioZWVLisVT6', 'completed': 43.33337173140138, 'message': 'Downloading'}
2025-05-04 19:23:00 {'id': '42eZC1LaQ3qioZWVLisVT6', 'completed': 45.09684731185464, 'message': 'Downloading'}
2025-05-04 19:23:02 {'id': '42eZC1LaQ3qioZWVLisVT6', 'completed': 47.22600541649055, 'message': 'Downloading'}
2025-05-04 19:23:02 {'id': '42eZC1LaQ3qioZWVLisVT6', 'completed': 48.85271003226323, 'message': 'Downloading'}
2025-05-04 19:23:03 {'id': '42eZC1LaQ3qioZWVLisVT6', 'completed': 50.0, 'message': 'Downloading'}
2025-05-04 19:23:03 {'id': '42eZC1LaQ3qioZWVLisVT6', 'completed': 50, 'message': 'Converting'}
2025-05-04 19:23:03 {'id': '42eZC1LaQ3qioZWVLisVT6', 'completed': 50, 'message': 'Converting'}
2025-05-04 19:23:03 {'id': '42eZC1LaQ3qioZWVLisVT6', 'completed': 50, 'message': 'Converting'}
2025-05-04 19:23:04 {'id': '42eZC1LaQ3qioZWVLisVT6', 'completed': 50, 'message': 'Converting'}
2025-05-04 19:23:04 {'id': '42eZC1LaQ3qioZWVLisVT6', 'completed': 53, 'message': 'Converting'}
2025-05-04 19:23:05 {'id': '42eZC1LaQ3qioZWVLisVT6', 'completed': 55, 'message': 'Converting'}
2025-05-04 19:23:05 {'id': '42eZC1LaQ3qioZWVLisVT6', 'completed': 57, 'message': 'Converting'}
2025-05-04 19:23:06 {'id': '42eZC1LaQ3qioZWVLisVT6', 'completed': 59, 'message': 'Converting'}
2025-05-04 19:23:06 {'id': '42eZC1LaQ3qioZWVLisVT6', 'completed': 61, 'message': 'Converting'}
2025-05-04 19:23:07 {'id': '42eZC1LaQ3qioZWVLisVT6', 'completed': 63, 'message': 'Converting'}
2025-05-04 19:23:07 {'id': '42eZC1LaQ3qioZWVLisVT6', 'completed': 65, 'message': 'Converting'}
2025-05-04 19:23:08 {'id': '42eZC1LaQ3qioZWVLisVT6', 'completed': 67, 'message': 'Converting'}
2025-05-04 19:23:08 {'id': '42eZC1LaQ3qioZWVLisVT6', 'completed': 68, 'message': 'Converting'}
2025-05-04 19:23:09 {'id': '42eZC1LaQ3qioZWVLisVT6', 'completed': 69, 'message': 'Converting'}
2025-05-04 19:23:09 {'id': '42eZC1LaQ3qioZWVLisVT6', 'completed': 71, 'message': 'Converting'}
2025-05-04 19:23:10 {'id': '42eZC1LaQ3qioZWVLisVT6', 'completed': 72, 'message': 'Converting'}
2025-05-04 19:23:10 {'id': '42eZC1LaQ3qioZWVLisVT6', 'completed': 74, 'message': 'Converting'}
2025-05-04 19:23:11 {'id': '42eZC1LaQ3qioZWVLisVT6', 'completed': 76, 'message': 'Converting'}
2025-05-04 19:23:11 {'id': '42eZC1LaQ3qioZWVLisVT6', 'completed': 77, 'message': 'Converting'}
2025-05-04 19:23:12 {'id': '42eZC1LaQ3qioZWVLisVT6', 'completed': 79, 'message': 'Converting'}
2025-05-04 19:23:12 {'id': '42eZC1LaQ3qioZWVLisVT6', 'completed': 81, 'message': 'Converting'}
2025-05-04 19:23:13 {'id': '42eZC1LaQ3qioZWVLisVT6', 'completed': 83, 'message': 'Converting'}
2025-05-04 19:23:13 {'id': '42eZC1LaQ3qioZWVLisVT6', 'completed': 85, 'message': 'Converting'}
2025-05-04 19:23:14 {'id': '42eZC1LaQ3qioZWVLisVT6', 'completed': 86, 'message': 'Converting'}
2025-05-04 19:23:14 {'id': '42eZC1LaQ3qioZWVLisVT6', 'completed': 88, 'message': 'Converting'}
2025-05-04 19:23:15 {'id': '42eZC1LaQ3qioZWVLisVT6', 'completed': 90, 'message': 'Converting'}
2025-05-04 19:23:15 {'id': '42eZC1LaQ3qioZWVLisVT6', 'completed': 92, 'message': 'Converting'}
2025-05-04 19:23:16 {'id': '42eZC1LaQ3qioZWVLisVT6', 'completed': 93, 'message': 'Converting'}
2025-05-04 19:23:16 {'id': '42eZC1LaQ3qioZWVLisVT6', 'completed': 94, 'message': 'Converting'}
2025-05-04 19:23:16 {'id': '42eZC1LaQ3qioZWVLisVT6', 'completed': 95, 'message': 'Converting'}
2025-05-04 19:23:16 {'id': '42eZC1LaQ3qioZWVLisVT6', 'completed': 95, 'message': 'Embedding metadata'}
2025-05-04 19:23:16 {'id': '42eZC1LaQ3qioZWVLisVT6', 'completed': 100, 'message': 'Done'}
